London,11.49,87.0,991.0,7.72,75.0
New York,6.67,71.0,1006.0,5.36,99.0
Paris,9.87,85.0,1005.0,8.75,100.0
Sydney,19.05,72.0,1021.0,0.89,100.0
Tokyo,7.05,81.0,1009.0,2.06,100.0
Dubai,21.86,73.0,1016.0,1.03,3.0
Moscow,0.53,99.0,997.0,1.05,100.0
London,11.56,86.0,991.0,7.72,75.0
New York,6.67,71.0,1006.0,5.36,99.0
Paris,9.87,85.0,1005.0,8.75,100.0
Sydney,19.19,72.0,1021.0,1.34,100.0
Tokyo,7.03,82.0,1009.0,2.06,100.0
Dubai,22.83,70.0,1016.0,0.51,3.0
Moscow,0.66,99.0,997.0,0.66,100.0
London,11.56,86.0,991.0,7.72,75.0
New York,6.68,70.0,1007.0,6.69,100.0
Paris,9.85,85.0,1005.0,8.75,100.0
Sydney,19.19,72.0,1021.0,1.34,100.0
Tokyo,7.03,82.0,1009.0,2.06,100.0
Dubai,22.83,70.0,1016.0,0.51,3.0
Moscow,0.66,99.0,997.0,0.66,100.0
London,11.6,86.0,990.0,7.72,100.0
New York,6.68,70.0,1007.0,6.69,100.0
Paris,9.85,85.0,1005.0,8.75,100.0
Sydney,19.29,72.0,1020.0,5.66,75.0
Tokyo,6.88,82.0,1009.0,2.06,100.0
Dubai,21.09,78.0,1016.0,2.06,3.0
Moscow,0.66,99.0,997.0,1.05,100.0
London,11.6,86.0,990.0,7.72,100.0
New York,6.67,70.0,1006.0,6.69,100.0
Paris,9.82,85.0,1005.0,6.69,75.0
Sydney,19.29,72.0,1020.0,5.66,75.0
Tokyo,6.88,82.0,1009.0,2.06,100.0
Dubai,21.09,78.0,1016.0,2.06,3.0
Moscow,0.66,99.0,997.0,1.05,100.0
London,11.71,85.0,990.0,7.72,100.0
New York,6.67,70.0,1006.0,6.69,100.0
Paris,9.82,85.0,1005.0,6.69,75.0
Sydney,19.38,71.0,1021.0,4.63,75.0
Tokyo,6.81,81.0,1009.0,4.12,100.0
Moscow,0.62,99.0,997.0,1.05,100.0
Dubai,21.09,78.0,1016.0,2.06,3.0
London,11.71,85.0,990.0,7.72,100.0
New York,6.6,70.0,1007.0,6.69,100.0
Paris,9.84,85.0,1004.0,6.69,75.0
Sydney,19.38,71.0,1021.0,4.63,75.0
Tokyo,6.81,81.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,3.0
Moscow,0.62,99.0,997.0,1.05,100.0
London,11.81,84.0,990.0,7.72,100.0
New York,6.6,70.0,1007.0,6.69,100.0
Paris,9.84,85.0,1004.0,6.69,75.0
Sydney,19.58,71.0,1020.0,4.63,75.0
Tokyo,6.71,80.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,3.0
Moscow,0.66,99.0,997.0,1.05,100.0
London,11.81,84.0,990.0,7.72,100.0
New York,6.49,71.0,1007.0,6.69,100.0
Paris,9.79,85.0,1004.0,6.69,75.0
Sydney,19.58,71.0,1020.0,4.63,75.0
Tokyo,6.71,80.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,3.0
Moscow,0.66,99.0,997.0,1.05,100.0
London,11.84,84.0,989.0,9.26,75.0
New York,6.49,71.0,1007.0,6.69,100.0
Paris,9.79,85.0,1004.0,6.69,75.0
Sydney,19.62,70.0,1020.0,4.63,75.0
Tokyo,6.63,81.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,4.0
Moscow,0.66,99.0,997.0,1.18,100.0
London,11.84,84.0,989.0,9.26,75.0
New York,6.45,71.0,1007.0,6.69,100.0
Paris,9.73,85.0,1004.0,7.72,100.0
Sydney,19.62,70.0,1020.0,4.63,75.0
Tokyo,6.63,81.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,4.0
Moscow,0.66,99.0,997.0,1.18,100.0
London,11.89,83.0,989.0,9.26,75.0
New York,6.45,71.0,1007.0,6.69,100.0
Paris,9.73,85.0,1004.0,7.72,100.0
Sydney,19.79,69.0,1021.0,6.17,75.0
Tokyo,6.6,82.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,4.0
Moscow,0.66,99.0,997.0,1.18,100.0
London,11.89,83.0,989.0,9.26,75.0
New York,6.33,73.0,1007.0,3.13,99.0
Paris,9.66,85.0,1004.0,7.72,100.0
Sydney,19.79,69.0,1021.0,6.17,75.0
Tokyo,6.6,82.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,4.0
Moscow,0.66,99.0,997.0,1.18,100.0
New York,6.32,72.0,1007.0,5.14,75.0
London,11.89,83.0,989.0,9.26,75.0
Paris,9.66,86.0,1004.0,7.72,100.0
Sydney,19.69,70.0,1021.0,6.17,75.0
Dubai,21.09,78.0,1016.0,2.06,4.0
Tokyo,6.59,82.0,1009.0,4.12,100.0
Moscow,0.66,99.0,997.0,1.18,100.0
London,11.88,82.0,989.0,8.75,75.0
New York,6.32,72.0,1007.0,5.14,75.0
Paris,9.66,86.0,1004.0,7.72,100.0
Sydney,19.69,70.0,1021.0,6.17,75.0
Tokyo,6.64,83.0,1009.0,4.12,100.0
Dubai,21.09,78.0,1016.0,1.54,4.0
Moscow,0.66,99.0,997.0,1.18,100.0
London,11.88,82.0,989.0,8.75,75.0
New York,6.3,72.0,1007.0,5.14,75.0
Sydney,19.73,70.0,1020.0,6.17,75.0
Paris,9.7,86.0,1003.0,7.72,100.0
Tokyo,6.64,83.0,1009.0,4.12,100.0
Moscow,0.59,99.0,997.0,1.18,100.0
Dubai,21.09,78.0,1016.0,1.54,4.0
London,11.67,83.0,988.0,8.75,75.0
New York,6.3,72.0,1007.0,5.14,75.0
Paris,9.7,86.0,1003.0,7.72,100.0
Sydney,19.73,70.0,1020.0,6.17,75.0
Dubai,21.09,78.0,1016.0,1.54,4.0
Tokyo,6.74,84.0,1009.0,3.6,100.0
Moscow,0.59,99.0,997.0,1.18,100.0
London,11.67,83.0,988.0,8.75,75.0
New York,6.28,71.0,1007.0,5.14,75.0
Paris,9.73,85.0,1003.0,7.72,100.0
Sydney,19.74,69.0,1021.0,5.66,75.0
Tokyo,6.74,84.0,1009.0,3.6,100.0
Dubai,21.09,78.0,1016.0,1.54,4.0
Moscow,0.3,99.0,997.0,1.18,100.0
London,11.42,84.0,988.0,8.75,75.0
New York,6.28,71.0,1007.0,5.14,75.0
Paris,9.73,85.0,1003.0,7.72,100.0
Sydney,19.74,69.0,1021.0,5.66,75.0
Tokyo,6.76,84.0,1009.0,3.6,100.0
Dubai,21.09,78.0,1016.0,2.06,4.0
Moscow,0.3,99.0,997.0,1.18,100.0
London,11.42,84.0,988.0,8.75,75.0
New York,6.19,70.0,1007.0,5.14,75.0
Paris,9.72,86.0,1002.0,7.72,100.0
Tokyo,6.76,84.0,1009.0,3.6,100.0
Sydney,19.99,68.0,1020.0,5.66,75.0
Dubai,21.09,78.0,1016.0,2.06,4.0
Moscow,0.3,99.0,997.0,2.64,100.0
New York,6.19,70.0,1007.0,5.14,75.0
London,10.46,86.0,988.0,8.23,75.0
Paris,9.72,86.0,1002.0,7.72,100.0
Sydney,19.99,68.0,1020.0,5.66,75.0
Dubai,21.09,78.0,1016.0,2.06,0.0
Tokyo,6.88,84.0,1008.0,3.6,100.0
Moscow,0.3,99.0,997.0,2.64,100.0
London,10.46,86.0,988.0,8.23,75.0
New York,6.04,70.0,1007.0,5.14,75.0
Paris,9.74,86.0,1002.0,8.75,100.0
Sydney,20.09,67.0,1020.0,5.66,75.0
Tokyo,6.88,84.0,1008.0,3.6,100.0
Dubai,21.09,78.0,1016.0,2.06,0.0
Moscow,0.3,99.0,997.0,2.64,100.0
London,10.44,84.0,989.0,8.23,75.0
New York,6.04,70.0,1007.0,5.14,75.0
Paris,9.74,86.0,1002.0,8.75,100.0
Sydney,20.09,67.0,1020.0,5.66,75.0
Tokyo,6.96,84.0,1008.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,0.0
Moscow,0.3,99.0,997.0,2.64,100.0
London,10.44,84.0,989.0,8.23,75.0
New York,5.97,69.0,1008.0,4.92,75.0
Sydney,20.4,68.0,1021.0,6.17,75.0
Paris,9.73,86.0,1002.0,8.75,100.0
Tokyo,6.96,84.0,1008.0,4.12,100.0
Dubai,21.09,78.0,1016.0,2.06,0.0
Moscow,0.3,99.0,997.0,2.64,100.0
New York,5.97,69.0,1008.0,4.92,75.0
London,10.08,85.0,989.0,8.23,75.0
Paris,9.73,86.0,1002.0,8.75,100.0
Sydney,20.4,68.0,1021.0,6.17,75.0
Tokyo,7.19,85.0,1008.0,4.12,100.0
Moscow,0.3,99.0,997.0,2.64,100.0
Dubai,21.09,78.0,1016.0,2.06,0.0
London,10.08,85.0,989.0,8.23,75.0
New York,5.87,67.0,1007.0,8.23,100.0
Paris,9.72,86.0,1002.0,8.75,100.0
Sydney,20.4,66.0,1020.0,6.17,75.0
Dubai,21.09,78.0,1016.0,2.06,0.0
Tokyo,7.19,85.0,1008.0,4.12,100.0
Moscow,0.3,99.0,997.0,2.64,100.0
London,9.55,85.0,989.0,9.26,75.0
New York,5.87,67.0,1007.0,8.23,100.0
Paris,9.72,86.0,1002.0,8.75,100.0
Sydney,20.4,66.0,1020.0,6.17,75.0
Tokyo,7.74,80.0,1007.0,4.12,100.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.3,99.0,997.0,2.64,100.0
London,9.55,85.0,989.0,9.26,75.0
New York,5.79,66.0,1008.0,8.23,100.0
Paris,9.72,86.0,1001.0,7.72,100.0
Sydney,20.53,66.0,1020.0,6.17,75.0
Tokyo,7.74,80.0,1007.0,4.12,100.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.3,99.0,997.0,2.64,100.0
London,9.38,85.0,989.0,9.26,75.0
New York,5.79,66.0,1008.0,8.23,100.0
Paris,9.72,86.0,1001.0,7.72,100.0
Sydney,20.53,66.0,1020.0,6.17,75.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Tokyo,7.8,80.0,1007.0,3.6,75.0
Moscow,0.3,99.0,997.0,2.64,100.0
London,9.38,85.0,989.0,9.26,75.0
Paris,9.79,86.0,1001.0,7.72,100.0
New York,5.72,65.0,1008.0,8.23,100.0
Sydney,20.63,66.0,1021.0,5.14,100.0
Tokyo,7.8,80.0,1007.0,3.6,75.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.59,99.0,997.0,2.64,100.0
London,9.25,85.0,989.0,9.26,75.0
New York,5.72,65.0,1008.0,8.23,100.0
Paris,9.79,86.0,1001.0,7.72,100.0
Sydney,20.63,66.0,1021.0,5.14,100.0
Tokyo,8.05,80.0,1007.0,3.6,75.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.59,99.0,997.0,2.64,100.0
London,9.25,85.0,989.0,9.26,75.0
New York,5.53,65.0,1008.0,8.23,100.0
Paris,9.7,85.0,1001.0,7.72,100.0
Sydney,20.59,67.0,1020.0,5.14,100.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Tokyo,8.05,80.0,1007.0,3.6,75.0
Moscow,0.64,99.0,997.0,3.27,100.0
London,8.44,89.0,987.0,6.69,100.0
New York,5.53,65.0,1008.0,8.23,100.0
Sydney,20.59,67.0,1020.0,5.14,100.0
Paris,9.7,85.0,1001.0,7.72,100.0
Tokyo,8.13,80.0,1007.0,3.6,75.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.64,99.0,997.0,3.27,100.0
New York,5.48,64.0,1008.0,8.23,100.0
London,8.44,89.0,987.0,6.69,100.0
Paris,9.71,85.0,1001.0,7.2,100.0
Tokyo,8.13,80.0,1007.0,3.6,75.0
Sydney,20.61,67.0,1020.0,5.14,100.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.66,99.0,997.0,3.27,100.0
London,8.39,89.0,987.0,6.69,100.0
New York,5.48,64.0,1008.0,8.23,100.0
Sydney,20.61,67.0,1020.0,5.14,100.0
Paris,9.71,85.0,1001.0,7.2,100.0
Tokyo,8.46,80.0,1006.0,3.09,75.0
Moscow,0.66,99.0,997.0,3.27,100.0
Dubai,20.09,83.0,1016.0,3.09,0.0
London,8.39,89.0,987.0,6.69,100.0
New York,5.33,65.0,1008.0,4.02,49.0
Paris,9.71,85.0,1000.0,7.2,100.0
Sydney,20.68,67.0,1021.0,5.14,100.0
Tokyo,8.46,80.0,1006.0,3.09,75.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.66,99.0,997.0,3.27,100.0
London,8.28,89.0,987.0,6.69,100.0
New York,5.33,65.0,1008.0,4.02,49.0
Sydney,20.68,67.0,1021.0,5.14,100.0
Paris,9.71,85.0,1000.0,7.2,100.0
Tokyo,8.5,80.0,1007.0,3.09,75.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.66,99.0,997.0,3.27,100.0
London,8.11,90.0,987.0,5.66,75.0
New York,5.26,63.0,1009.0,5.14,0.0
Paris,9.71,85.0,1000.0,7.2,100.0
Tokyo,8.88,81.0,1006.0,3.09,75.0
Sydney,20.64,67.0,1021.0,5.14,100.0
Dubai,20.09,83.0,1016.0,3.09,0.0
Moscow,0.66,99.0,997.0,3.27,100.0
New York,5.26,63.0,1009.0,5.14,0.0
London,8.11,90.0,987.0,5.66,75.0
Paris,9.71,85.0,1000.0,7.2,100.0
Sydney,20.55,68.0,1021.0,5.14,100.0
Tokyo,8.88,81.0,1006.0,3.09,75.0
Dubai,20.32,88.0,1016.0,4.12,0.0
Moscow,0.66,99.0,997.0,3.27,100.0
New York,5.19,63.0,1009.0,5.14,0.0
London,8.06,90.0,987.0,5.66,75.0
Paris,9.7,85.0,1000.0,7.2,100.0
Tokyo,9.14,80.0,1006.0,3.09,75.0
Sydney,20.55,68.0,1021.0,5.14,100.0
Dubai,20.32,88.0,1016.0,4.12,0.0
Moscow,0.85,99.0,997.0,3.27,100.0
New York,5.19,63.0,1009.0,5.14,0.0
London,8.06,90.0,987.0,5.66,75.0
Paris,9.7,85.0,1000.0,7.2,100.0
Sydney,20.35,67.0,1021.0,4.63,100.0
Tokyo,9.14,80.0,1006.0,3.09,75.0
Dubai,20.32,88.0,1016.0,4.12,0.0
Moscow,0.85,99.0,997.0,3.27,100.0
London,8.04,91.0,987.0,5.66,75.0
New York,5.12,63.0,1009.0,5.14,0.0
Paris,9.96,85.0,1000.0,7.72,100.0
Sydney,20.35,67.0,1021.0,4.63,100.0
Tokyo,9.35,79.0,1006.0,2.57,75.0
Moscow,0.85,99.0,997.0,3.27,100.0
Dubai,20.32,88.0,1016.0,4.12,0.0
London,8.04,91.0,987.0,5.66,75.0
Paris,9.96,85.0,1000.0,7.72,100.0
New York,5.12,63.0,1009.0,5.14,0.0
Sydney,20.37,67.0,1021.0,4.63,100.0
Tokyo,9.35,79.0,1006.0,2.57,75.0
Dubai,20.32,88.0,1016.0,4.12,0.0
Moscow,0.85,99.0,997.0,3.27,100.0
London,8.01,91.0,987.0,5.66,75.0
New York,4.97,63.0,1008.0,5.14,0.0
Paris,9.99,84.0,1000.0,7.72,100.0
Sydney,20.37,67.0,1021.0,4.63,100.0
Tokyo,9.24,80.0,1005.0,2.57,75.0
Dubai,20.32,88.0,1016.0,4.12,0.0
Moscow,0.85,99.0,997.0,3.43,100.0
London,8.01,91.0,987.0,5.66,75.0
New York,4.97,63.0,1008.0,5.14,0.0
Paris,9.99,84.0,1000.0,7.72,100.0
Tokyo,9.24,80.0,1005.0,2.57,75.0
Sydney,20.32,67.0,1021.0,4.63,100.0
Dubai,20.32,88.0,1016.0,4.12,1.0
Moscow,0.85,99.0,997.0,3.43,100.0
New York,4.92,63.0,1009.0,5.14,0.0
London,7.97,91.0,987.0,5.66,75.0
Paris,9.99,84.0,999.0,7.72,100.0
Sydney,20.32,67.0,1021.0,4.63,100.0
Tokyo,9.58,78.0,1005.0,2.57,75.0
Dubai,20.32,88.0,1016.0,4.12,1.0
Moscow,0.88,99.0,997.0,3.43,100.0
London,7.97,91.0,987.0,5.66,75.0
Paris,9.99,84.0,999.0,7.72,100.0
New York,4.92,63.0,1009.0,5.14,0.0
Sydney,20.57,67.0,1021.0,4.63,100.0
Dubai,20.32,88.0,1016.0,4.12,1.0
Tokyo,9.58,78.0,1005.0,2.57,75.0
Moscow,0.88,99.0,997.0,3.43,100.0
London,8.04,91.0,986.0,5.66,75.0
New York,4.7,65.0,1009.0,2.68,0.0
Paris,10.03,84.0,999.0,9.26,75.0
Sydney,20.57,67.0,1021.0,4.63,100.0
Tokyo,10.02,78.0,1004.0,2.57,75.0
Moscow,0.88,99.0,997.0,3.43,100.0
Dubai,20.32,88.0,1016.0,4.12,1.0
London,8.04,91.0,986.0,5.66,75.0
New York,4.7,65.0,1009.0,2.68,0.0
Paris,10.03,84.0,999.0,9.26,75.0
Sydney,20.57,67.0,1021.0,4.63,100.0
Dubai,20.32,88.0,1016.0,4.12,1.0
Tokyo,10.02,78.0,1004.0,2.57,75.0
Moscow,0.88,99.0,997.0,3.43,100.0
London,8.02,91.0,986.0,5.66,75.0
New York,4.61,64.0,1009.0,5.14,0.0
Paris,9.98,84.0,999.0,9.26,75.0
Sydney,20.57,67.0,1021.0,4.63,100.0
Tokyo,9.99,78.0,1005.0,2.57,75.0
Moscow,0.88,99.0,997.0,3.43,100.0
Dubai,20.32,88.0,1016.0,4.12,1.0
London,8.02,91.0,986.0,5.66,75.0
New York,4.61,64.0,1009.0,5.14,0.0
Sydney,20.64,66.0,1020.0,4.63,100.0
Paris,9.98,84.0,999.0,9.26,75.0
Tokyo,9.99,78.0,1005.0,2.57,75.0
Moscow,0.88,99.0,997.0,3.43,100.0
Dubai,22.6,69.0,1017.0,0.46,1.0
London,8.04,91.0,986.0,5.14,75.0
New York,4.54,64.0,1009.0,5.14,0.0
Paris,9.97,84.0,999.0,9.26,75.0
Sydney,20.64,66.0,1020.0,4.63,100.0
Tokyo,10.7,77.0,1003.0,2.57,75.0
Dubai,22.6,69.0,1017.0,0.46,1.0
Moscow,0.88,99.0,997.0,3.43,100.0
London,8.04,91.0,986.0,5.14,75.0
New York,4.54,64.0,1009.0,5.14,0.0
Paris,9.97,84.0,999.0,9.26,75.0
Sydney,20.81,66.0,1021.0,4.63,75.0
Dubai,19.77,88.0,1017.0,2.06,1.0
Tokyo,10.7,77.0,1003.0,2.57,75.0
Moscow,0.88,99.0,997.0,3.43,100.0
New York,4.45,65.0,1009.0,5.14,0.0
London,8.06,92.0,986.0,5.14,75.0
Paris,10.28,82.0,999.0,7.72,0.0
Sydney,20.81,66.0,1021.0,4.63,75.0
Tokyo,10.71,75.0,1003.0,3.6,40.0
Dubai,19.77,88.0,1017.0,2.06,1.0
Moscow,0.88,99.0,997.0,3.43,100.0
London,8.06,92.0,986.0,5.14,75.0
New York,4.45,65.0,1009.0,5.14,0.0
Paris,10.28,82.0,999.0,7.72,0.0
Tokyo,10.71,75.0,1003.0,3.6,40.0
Sydney,20.8,67.0,1021.0,4.63,75.0
Dubai,19.77,88.0,1017.0,2.06,1.0
Moscow,0.88,99.0,997.0,3.43,100.0
New York,4.32,65.0,1009.0,5.14,0.0
London,8.06,91.0,986.0,5.14,75.0
Paris,10.4,82.0,999.0,7.72,0.0
Sydney,20.8,67.0,1021.0,4.63,75.0
Tokyo,11.03,74.0,1003.0,3.6,40.0
Dubai,19.77,88.0,1017.0,2.06,1.0
Moscow,0.88,99.0,997.0,3.7,100.0
New York,4.32,65.0,1009.0,5.14,0.0
London,8.06,91.0,986.0,5.14,75.0
Paris,10.4,82.0,999.0,7.72,0.0
Sydney,20.71,67.0,1021.0,4.63,75.0
Tokyo,11.03,74.0,1003.0,3.6,40.0
Dubai,19.77,88.0,1017.0,2.06,2.0
Moscow,0.88,99.0,997.0,3.7,100.0
London,8.09,91.0,985.0,4.63,75.0
New York,4.26,66.0,1009.0,5.14,0.0
Paris,10.62,81.0,998.0,8.75,100.0
Sydney,20.71,67.0,1021.0,4.63,75.0
Tokyo,11.24,73.0,1003.0,3.09,40.0
Dubai,19.77,88.0,1017.0,2.06,2.0
Moscow,0.88,99.0,997.0,3.7,100.0
London,8.09,91.0,985.0,4.63,75.0
New York,4.26,66.0,1009.0,5.14,0.0
Paris,10.62,81.0,998.0,8.75,100.0
Sydney,20.75,67.0,1021.0,5.66,75.0
Tokyo,11.24,73.0,1003.0,3.09,40.0
Dubai,19.77,88.0,1017.0,2.06,2.0
Moscow,0.88,99.0,997.0,3.7,100.0
New York,4.15,67.0,1010.0,4.02,0.0
London,8.14,92.0,985.0,4.63,75.0
Paris,10.75,80.0,998.0,8.75,100.0
Tokyo,11.24,73.0,1003.0,3.09,40.0
Sydney,20.75,67.0,1021.0,5.66,75.0
Dubai,19.77,88.0,1017.0,2.06,2.0
Moscow,1.03,99.0,997.0,3.7,100.0
New York,4.15,67.0,1010.0,4.02,0.0
London,8.14,92.0,985.0,4.63,75.0
Paris,10.75,80.0,998.0,8.75,100.0
Tokyo,11.24,73.0,1003.0,3.09,40.0
Sydney,20.77,67.0,1021.0,5.66,75.0
Dubai,19.77,88.0,1017.0,2.06,2.0
Moscow,1.03,99.0,997.0,3.7,100.0
London,8.27,91.0,985.0,5.14,75.0
New York,4.05,67.0,1010.0,4.63,40.0
Paris,10.8,80.0,998.0,8.75,100.0
Sydney,20.77,67.0,1021.0,5.66,75.0
Tokyo,11.57,71.0,1001.0,2.57,20.0
Dubai,19.77,88.0,1017.0,2.06,2.0
Moscow,0.88,99.0,997.0,3.7,100.0
London,8.27,91.0,985.0,5.14,75.0
New York,4.05,67.0,1010.0,4.63,40.0
Paris,10.8,80.0,998.0,8.75,100.0
Tokyo,11.57,71.0,1001.0,2.57,20.0
Sydney,20.69,66.0,1021.0,5.66,75.0
Dubai,20.54,83.0,1017.0,1.54,2.0
Moscow,0.88,99.0,997.0,3.7,100.0
London,8.33,91.0,984.0,5.14,75.0
New York,4.0,67.0,1010.0,4.63,40.0
Paris,10.82,82.0,998.0,9.26,75.0
Tokyo,11.57,71.0,1001.0,2.57,20.0
Sydney,20.69,66.0,1021.0,5.66,75.0
Dubai,20.54,83.0,1017.0,1.54,2.0
Moscow,1.0,99.0,997.0,3.7,100.0
London,8.33,91.0,984.0,5.14,75.0
New York,4.0,67.0,1010.0,4.63,40.0
Paris,10.82,82.0,998.0,9.26,75.0
Sydney,20.64,67.0,1021.0,4.63,100.0
Dubai,20.54,83.0,1017.0,1.54,2.0
Tokyo,11.57,71.0,1001.0,2.57,20.0
Moscow,1.0,99.0,997.0,3.7,100.0
London,8.3,91.0,984.0,5.14,75.0
New York,4.03,67.0,1010.0,4.63,40.0
Paris,10.62,82.0,998.0,9.26,75.0
Tokyo,11.79,68.0,1002.0,2.06,40.0
Sydney,20.64,67.0,1021.0,4.63,100.0
Dubai,20.54,83.0,1017.0,1.54,2.0
Moscow,1.0,99.0,997.0,3.7,100.0
New York,4.03,67.0,1010.0,4.63,40.0
London,8.3,91.0,984.0,5.14,75.0
Paris,10.62,82.0,998.0,9.26,75.0
Sydney,20.63,66.0,1021.0,4.63,100.0
Tokyo,11.79,68.0,1002.0,2.06,40.0
Moscow,1.0,99.0,997.0,3.7,100.0
Dubai,20.54,83.0,1017.0,1.54,2.0
London,8.37,91.0,984.0,5.36,75.0
New York,4.02,68.0,1010.0,4.63,40.0
Paris,10.45,83.0,998.0,9.26,75.0
Tokyo,11.88,68.0,1002.0,2.06,40.0
Sydney,20.63,66.0,1021.0,4.63,100.0
Dubai,20.54,83.0,1017.0,1.54,2.0
Moscow,1.0,98.0,997.0,3.5,100.0
New York,4.02,68.0,1010.0,4.63,40.0
London,8.37,91.0,984.0,5.36,75.0
Paris,10.45,83.0,998.0,9.26,75.0
Tokyo,11.88,68.0,1002.0,2.06,40.0
Sydney,20.67,66.0,1021.0,4.63,100.0
Moscow,1.0,98.0,997.0,3.5,100.0
Dubai,20.54,83.0,1017.0,1.54,3.0
London,8.33,91.0,984.0,6.26,75.0
Paris,9.9,84.0,998.0,11.32,75.0
New York,4.03,68.0,1010.0,4.63,40.0
Sydney,20.67,66.0,1021.0,4.63,100.0
Tokyo,11.97,68.0,1002.0,2.06,40.0
Moscow,1.0,98.0,997.0,3.5,100.0
Dubai,20.54,83.0,1017.0,1.54,3.0
London,8.33,91.0,984.0,6.26,75.0
New York,4.03,68.0,1010.0,4.63,40.0
Sydney,20.82,66.0,1021.0,4.63,100.0
Paris,9.9,84.0,998.0,11.32,75.0
Tokyo,11.97,68.0,1002.0,2.06,40.0
Dubai,20.54,83.0,1017.0,1.54,3.0
Moscow,1.0,98.0,997.0,3.5,100.0
London,8.34,90.0,984.0,5.14,75.0
Paris,9.8,83.0,998.0,11.32,75.0
New York,3.96,69.0,1010.0,2.68,40.0
Sydney,20.82,66.0,1021.0,4.63,100.0
Tokyo,12.17,66.0,1001.0,2.06,40.0
Dubai,20.54,83.0,1017.0,1.54,3.0
Moscow,1.0,98.0,997.0,3.5,100.0
London,8.34,90.0,984.0,5.14,75.0
New York,3.96,69.0,1010.0,2.68,40.0
Paris,9.8,83.0,998.0,11.32,75.0
Sydney,20.88,66.0,1021.0,4.63,100.0
Dubai,20.54,83.0,1017.0,1.54,3.0
Tokyo,12.17,66.0,1001.0,2.06,40.0
Moscow,1.0,98.0,997.0,3.5,100.0
New York,3.94,68.0,1010.0,5.14,100.0
London,8.34,90.0,984.0,5.14,75.0
Paris,9.52,85.0,998.0,8.75,75.0
Sydney,20.83,66.0,1021.0,4.63,100.0
Dubai,19.16,66.0,1018.0,0.69,3.0
Tokyo,12.33,66.0,1000.0,2.06,20.0
Moscow,1.0,98.0,997.0,3.5,100.0
