London,11.49,87.0,991.0,7.72,75.0
London,8.32,89.0,984.0,7.2,75.0
New York,3.94,68.0,1010.0,5.14,100.0
Paris,9.52,84.0,998.0,11.32,75.0
Sydney,20.83,66.0,1021.0,4.63,100.0
Tokyo,12.33,66.0,1000.0,2.06,20.0
Dubai,19.16,66.0,1018.0,0.69,3.0
Moscow,1.0,98.0,997.0,3.5,100.0
London,8.32,89.0,984.0,7.2,75.0
New York,3.99,69.0,1010.0,5.14,100.0
Paris,9.52,84.0,998.0,11.32,75.0
Sydney,20.9,67.0,1021.0,4.12,100.0
Dubai,22.54,73.0,1018.0,2.06,3.0
Tokyo,12.33,66.0,1000.0,2.06,20.0
Moscow,1.0,98.0,997.0,3.5,100.0
London,8.2,89.0,984.0,7.2,75.0
New York,3.99,69.0,1010.0,5.14,100.0
Paris,9.15,84.0,998.0,9.77,75.0
Sydney,20.9,67.0,1021.0,4.12,100.0
Tokyo,12.33,66.0,1000.0,2.06,20.0
Dubai,22.54,73.0,1018.0,2.06,3.0
Moscow,1.0,98.0,997.0,3.5,100.0
London,8.2,89.0,984.0,7.2,75.0
Paris,9.15,84.0,998.0,9.77,75.0
New York,3.96,68.0,1010.0,5.14,100.0
Sydney,20.78,67.0,1021.0,4.12,100.0
Tokyo,12.58,64.0,1001.0,2.06,40.0
Dubai,22.54,73.0,1018.0,2.06,3.0
Moscow,1.0,98.0,997.0,3.5,100.0
London,8.05,88.0,984.0,7.2,75.0
New York,3.96,68.0,1010.0,5.14,100.0
Sydney,20.78,67.0,1021.0,4.12,100.0
Paris,9.1,84.0,997.0,9.77,75.0
Tokyo,12.58,64.0,1001.0,2.06,40.0
Moscow,1.0,98.0,997.0,3.5,100.0
Dubai,22.54,73.0,1018.0,2.06,3.0
London,8.05,88.0,984.0,7.2,75.0
New York,4.1,68.0,1010.0,5.14,100.0
Sydney,20.7,67.0,1020.0,4.12,100.0
Paris,9.1,84.0,997.0,9.77,75.0
Tokyo,12.68,63.0,1001.0,2.06,40.0
Moscow,0.93,98.0,997.0,3.5,100.0
Dubai,22.54,73.0,1018.0,2.06,3.0
London,7.79,87.0,984.0,7.2,75.0
New York,4.1,68.0,1010.0,5.14,100.0
Paris,9.06,84.0,998.0,9.77,75.0
Sydney,20.7,67.0,1020.0,4.12,100.0
Tokyo,12.68,63.0,1001.0,2.06,40.0
Dubai,22.54,73.0,1018.0,2.06,3.0
Moscow,0.93,98.0,997.0,3.5,100.0
London,7.79,87.0,984.0,7.2,75.0
New York,4.1,68.0,1010.0,5.14,100.0
Sydney,20.71,67.0,1020.0,4.12,100.0
Paris,9.06,84.0,998.0,9.77,75.0
Tokyo,12.93,62.0,1001.0,2.06,40.0
Dubai,22.54,73.0,1018.0,2.06,3.0
Moscow,0.99,98.0,998.0,3.66,100.0
New York,4.1,68.0,1010.0,5.14,100.0
London,7.68,88.0,984.0,8.49,75.0
Sydney,20.71,67.0,1020.0,4.12,100.0
Paris,9.0,83.0,997.0,9.26,100.0
Tokyo,12.93,62.0,1001.0,2.06,40.0
Moscow,0.99,98.0,998.0,3.66,100.0
Dubai,22.54,73.0,1018.0,2.06,3.0
London,7.68,88.0,984.0,8.49,75.0
New York,4.12,69.0,1010.0,2.68,100.0
Paris,9.0,83.0,997.0,9.26,100.0
Sydney,20.76,67.0,1021.0,3.6,100.0
Dubai,22.54,73.0,1018.0,2.06,5.0
Tokyo,12.93,62.0,1001.0,2.06,40.0
Moscow,0.99,97.0,997.0,3.75,100.0
London,7.45,87.0,984.0,7.2,75.0
New York,4.12,69.0,1010.0,2.68,100.0
Paris,9.02,83.0,997.0,9.26,100.0
Sydney,20.76,67.0,1021.0,3.6,100.0
Tokyo,12.93,62.0,1001.0,2.06,40.0
Dubai,22.54,73.0,1018.0,2.06,5.0
Moscow,0.99,97.0,997.0,3.75,100.0
London,7.45,87.0,984.0,7.2,75.0
New York,4.16,68.0,1010.0,5.66,100.0
Paris,9.02,83.0,997.0,9.26,100.0
Sydney,20.74,66.0,1020.0,3.6,100.0
Dubai,24.0,73.0,1018.0,1.03,5.0
Tokyo,12.98,62.0,1000.0,1.54,40.0
Moscow,0.99,97.0,997.0,3.75,100.0
London,7.1,87.0,985.0,10.29,100.0
New York,4.16,68.0,1010.0,5.66,100.0
Sydney,20.74,66.0,1020.0,3.6,100.0
Paris,9.05,82.0,997.0,9.26,100.0
Tokyo,12.98,62.0,1000.0,1.54,40.0
Dubai,24.0,73.0,1018.0,1.03,5.0
Moscow,0.99,97.0,997.0,3.75,100.0
London,7.1,87.0,985.0,10.29,100.0
New York,4.24,67.0,1011.0,5.66,100.0
Paris,9.05,82.0,997.0,9.26,100.0
Sydney,20.73,66.0,1020.0,3.6,100.0
Tokyo,12.8,63.0,1000.0,2.06,75.0
Moscow,0.99,97.0,997.0,3.75,100.0
Dubai,24.0,73.0,1018.0,1.03,5.0
London,6.96,87.0,985.0,10.29,100.0
New York,4.24,67.0,1011.0,5.66,100.0
Paris,8.97,81.0,997.0,9.26,100.0
Sydney,20.73,66.0,1020.0,3.6,100.0
Tokyo,12.8,63.0,1000.0,2.06,75.0
Dubai,24.0,73.0,1018.0,1.03,5.0
Moscow,0.99,97.0,997.0,3.75,100.0
New York,4.29,67.0,1011.0,5.66,100.0
London,6.96,87.0,985.0,10.29,100.0
Paris,8.97,81.0,997.0,9.26,100.0
Sydney,20.76,67.0,1021.0,3.6,75.0
Tokyo,12.77,63.0,1000.0,2.06,75.0
Dubai,24.0,73.0,1018.0,1.03,5.0
Moscow,0.93,97.0,997.0,3.75,100.0
London,6.91,86.0,985.0,10.29,100.0
New York,4.29,67.0,1011.0,5.66,100.0
Paris,8.93,82.0,997.0,9.26,100.0
Sydney,20.76,67.0,1021.0,3.6,75.0
Tokyo,12.77,63.0,1000.0,2.06,75.0
Dubai,24.0,73.0,1018.0,1.03,5.0
Moscow,0.93,97.0,997.0,3.75,100.0
London,6.91,86.0,985.0,10.29,100.0
New York,4.34,66.0,1011.0,5.66,100.0
Paris,8.93,82.0,997.0,9.26,100.0
Sydney,20.74,66.0,1020.0,3.6,75.0
Dubai,24.0,73.0,1018.0,1.03,6.0
Tokyo,12.88,63.0,1001.0,2.06,75.0
Moscow,0.99,97.0,997.0,3.75,100.0
London,6.69,87.0,985.0,7.2,20.0
New York,4.34,66.0,1011.0,5.66,100.0
Sydney,20.74,66.0,1020.0,3.6,75.0
Paris,9.04,81.0,997.0,9.26,100.0
Tokyo,12.88,63.0,1001.0,2.06,75.0
Moscow,0.99,97.0,997.0,3.75,100.0
Dubai,24.0,73.0,1018.0,1.03,6.0
London,6.69,87.0,985.0,7.2,20.0
New York,4.37,66.0,1011.0,5.66,100.0
Paris,9.04,81.0,997.0,9.26,100.0
Sydney,20.79,66.0,1021.0,3.09,75.0
Tokyo,12.77,64.0,1001.0,2.06,75.0
Dubai,24.0,73.0,1018.0,1.03,6.0
Moscow,0.99,98.0,997.0,3.63,100.0
London,6.46,87.0,985.0,7.2,20.0
New York,4.37,66.0,1011.0,5.66,100.0
Paris,9.01,79.0,998.0,10.29,100.0
Sydney,20.79,66.0,1021.0,3.09,75.0
Dubai,24.0,73.0,1018.0,1.03,6.0
Tokyo,12.77,64.0,1001.0,2.06,75.0
Moscow,0.99,98.0,997.0,3.63,100.0
New York,4.46,65.0,1012.0,3.58,100.0
London,6.46,87.0,985.0,7.2,20.0
Paris,9.01,79.0,998.0,10.29,100.0
Sydney,20.79,66.0,1021.0,3.09,75.0
Tokyo,12.69,64.0,1001.0,2.06,75.0
Dubai,24.0,73.0,1018.0,1.03,6.0
Moscow,0.99,98.0,997.0,3.63,100.0
London,6.35,87.0,985.0,7.2,20.0
New York,4.46,65.0,1012.0,3.58,100.0
Paris,9.01,79.0,998.0,10.29,100.0
Sydney,20.79,66.0,1021.0,3.09,75.0
Tokyo,12.69,64.0,1001.0,2.06,75.0
Dubai,24.0,73.0,1018.0,1.03,6.0
Moscow,0.99,98.0,997.0,3.63,100.0
London,6.24,87.0,986.0,5.66,100.0
New York,4.58,63.0,1012.0,5.81,100.0
Paris,9.01,79.0,998.0,10.29,100.0
Tokyo,12.71,64.0,1001.0,2.06,75.0
Sydney,20.77,66.0,1021.0,3.09,75.0
Dubai,23.16,63.0,1018.0,1.82,6.0
Moscow,0.99,98.0,997.0,3.63,100.0
London,6.24,87.0,986.0,5.66,100.0
New York,4.58,63.0,1012.0,5.81,100.0
Paris,9.05,79.0,998.0,10.29,100.0
Sydney,20.77,66.0,1021.0,3.09,75.0
Tokyo,12.68,65.0,1000.0,2.06,75.0
Dubai,23.16,63.0,1018.0,1.82,6.0
Moscow,0.99,98.0,997.0,3.63,100.0
London,6.21,88.0,985.0,5.66,100.0
Paris,9.05,79.0,998.0,10.29,100.0
New York,4.6,63.0,1012.0,6.71,100.0
Sydney,20.73,66.0,1021.0,3.09,75.0
Tokyo,12.68,65.0,1000.0,2.06,75.0
Dubai,26.0,65.0,1019.0,4.12,6.0
Moscow,0.99,98.0,997.0,3.63,100.0
London,6.21,88.0,985.0,5.66,100.0
New York,4.6,63.0,1012.0,6.71,100.0
Paris,8.9,79.0,998.0,9.26,100.0
Sydney,20.73,66.0,1021.0,3.09,75.0
Dubai,26.0,65.0,1019.0,4.12,6.0
Tokyo,12.59,65.0,1000.0,2.57,75.0
Moscow,0.99,98.0,997.0,3.63,100.0
London,6.21,88.0,986.0,5.66,100.0
New York,4.6,63.0,1012.0,5.66,100.0
Sydney,20.83,66.0,1021.0,3.6,75.0
Paris,8.9,79.0,998.0,9.26,100.0
Tokyo,12.59,65.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1019.0,4.12,6.0
Moscow,0.93,98.0,997.0,3.63,100.0
London,6.21,88.0,986.0,5.66,100.0
New York,4.6,63.0,1012.0,5.66,100.0
Paris,8.86,79.0,998.0,9.26,100.0
Tokyo,12.59,65.0,1000.0,2.57,75.0
Sydney,20.83,66.0,1021.0,3.6,75.0
Dubai,26.0,65.0,1019.0,4.12,6.0
Moscow,0.93,98.0,997.0,3.63,100.0
London,6.14,88.0,986.0,4.12,100.0
New York,4.62,62.0,1012.0,5.66,100.0
Sydney,20.63,68.0,1021.0,3.6,75.0
Paris,8.86,79.0,998.0,9.26,100.0
Tokyo,12.59,65.0,1000.0,2.57,75.0
Moscow,0.93,98.0,998.0,3.88,100.0
Dubai,26.0,65.0,1019.0,4.12,9.0
London,6.14,88.0,986.0,4.12,100.0
Paris,8.85,79.0,998.0,9.26,100.0
New York,4.62,62.0,1012.0,5.66,100.0
Sydney,20.63,68.0,1021.0,3.6,75.0
Dubai,26.0,65.0,1019.0,4.12,9.0
Tokyo,12.47,66.0,1000.0,2.57,75.0
Moscow,0.93,98.0,998.0,3.88,100.0
London,6.17,87.0,986.0,4.12,100.0
New York,4.54,61.0,1012.0,5.66,100.0
Paris,8.85,79.0,998.0,9.26,100.0
Sydney,20.7,68.0,1021.0,3.6,75.0
Tokyo,12.47,66.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1019.0,4.12,9.0
Moscow,1.32,98.0,998.0,3.88,100.0
London,6.17,87.0,986.0,4.12,100.0
Paris,8.5,81.0,999.0,8.75,75.0
New York,4.54,61.0,1012.0,5.66,100.0
Sydney,20.7,68.0,1021.0,3.6,75.0
Tokyo,12.39,66.0,1000.0,2.57,75.0
Moscow,1.32,98.0,998.0,3.88,100.0
Dubai,26.0,65.0,1019.0,4.12,9.0
New York,4.46,62.0,1013.0,5.36,100.0
London,6.14,87.0,986.0,4.12,100.0
Paris,8.5,81.0,999.0,8.75,75.0
Tokyo,12.39,66.0,1000.0,2.57,75.0
Sydney,20.72,68.0,1022.0,5.66,75.0
Dubai,26.0,65.0,1019.0,4.12,9.0
Moscow,1.32,98.0,998.0,3.88,100.0
London,6.14,87.0,986.0,4.12,100.0
New York,4.46,62.0,1013.0,5.36,100.0
Sydney,20.72,68.0,1022.0,5.66,75.0
Paris,8.42,81.0,999.0,8.75,75.0
Tokyo,12.31,66.0,1000.0,2.57,75.0
Moscow,1.32,98.0,998.0,3.88,100.0
Dubai,26.0,65.0,1019.0,4.12,9.0
London,6.12,88.0,986.0,4.12,100.0
New York,4.52,60.0,1012.0,5.66,100.0
Paris,8.42,81.0,999.0,8.75,75.0
Sydney,20.72,69.0,1022.0,5.66,75.0
Tokyo,12.04,68.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1019.0,4.12,9.0
Moscow,1.41,98.0,998.0,3.88,100.0
New York,4.52,60.0,1012.0,5.66,100.0
London,6.12,88.0,986.0,4.12,100.0
Paris,8.42,81.0,999.0,8.75,75.0
Sydney,20.72,69.0,1022.0,5.66,75.0
Tokyo,12.04,68.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.41,98.0,998.0,3.88,100.0
London,6.21,88.0,986.0,4.63,100.0
New York,4.44,60.0,1013.0,5.66,100.0
Sydney,20.6,68.0,1021.0,4.12,75.0
Paris,8.42,81.0,999.0,8.75,75.0
Tokyo,12.02,68.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.36,98.0,998.0,3.88,100.0
London,6.21,88.0,986.0,4.63,100.0
New York,4.44,60.0,1013.0,5.66,100.0
Sydney,20.6,68.0,1021.0,4.12,75.0
Paris,8.37,81.0,1000.0,7.2,75.0
Tokyo,12.02,68.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.36,98.0,998.0,3.88,100.0
London,6.24,88.0,986.0,4.63,100.0
New York,4.45,60.0,1013.0,5.66,100.0
Paris,8.37,81.0,1000.0,7.2,75.0
Sydney,20.65,68.0,1022.0,4.12,75.0
Tokyo,12.16,66.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.24,98.0,998.0,3.88,100.0
London,6.24,88.0,986.0,4.63,100.0
New York,4.45,60.0,1013.0,5.66,100.0
Paris,8.36,81.0,1000.0,7.2,75.0
Tokyo,12.16,66.0,1000.0,2.57,75.0
Sydney,20.65,68.0,1022.0,4.12,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.24,98.0,998.0,3.88,100.0
London,6.4,88.0,986.0,5.14,20.0
New York,4.4,60.0,1013.0,5.66,100.0
Paris,8.36,81.0,1000.0,7.2,75.0
Sydney,20.29,69.0,1021.0,4.12,75.0
Tokyo,12.12,67.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.24,98.0,998.0,3.88,100.0
London,6.4,88.0,986.0,5.14,20.0
New York,4.4,60.0,1013.0,5.66,100.0
Paris,8.32,81.0,1000.0,7.2,75.0
Sydney,20.29,69.0,1021.0,4.12,75.0
Tokyo,12.12,67.0,1000.0,2.57,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.24,98.0,998.0,3.88,100.0
London,6.44,88.0,986.0,5.14,20.0
New York,4.41,60.0,1013.0,5.66,100.0
Paris,8.32,81.0,1000.0,7.2,75.0
Sydney,20.32,69.0,1021.0,4.12,75.0
Tokyo,11.94,68.0,1000.0,2.06,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.12,98.0,998.0,3.99,100.0
London,6.44,88.0,986.0,5.14,20.0
New York,4.41,60.0,1013.0,5.66,100.0
Paris,8.32,82.0,1000.0,8.23,100.0
Sydney,20.32,69.0,1021.0,4.12,75.0
Tokyo,11.94,68.0,1000.0,2.06,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.12,98.0,998.0,3.99,100.0
London,6.56,88.0,986.0,5.14,20.0
New York,4.4,61.0,1013.0,4.47,100.0
Paris,8.32,82.0,1000.0,8.23,100.0
Sydney,20.13,72.0,1022.0,3.6,75.0
Tokyo,11.8,69.0,1000.0,2.06,75.0
Moscow,1.24,98.0,998.0,3.99,100.0
Dubai,26.0,65.0,1018.0,4.63,75.0
London,6.56,88.0,986.0,5.14,20.0
New York,4.4,61.0,1013.0,4.47,100.0
Paris,8.37,82.0,1000.0,8.23,100.0
Tokyo,11.8,69.0,1000.0,2.06,75.0
Sydney,20.13,72.0,1022.0,3.6,75.0
Moscow,1.24,98.0,998.0,3.99,100.0
Dubai,26.0,65.0,1018.0,4.63,75.0
London,6.56,88.0,986.0,5.14,20.0
New York,4.35,60.0,1013.0,7.72,100.0
Paris,8.38,82.0,1000.0,8.23,100.0
Sydney,20.08,71.0,1022.0,3.6,75.0
Tokyo,11.78,69.0,1000.0,2.06,75.0
Dubai,26.0,65.0,1018.0,4.63,75.0
Moscow,1.24,98.0,998.0,3.99,100.0
New York,4.35,60.0,1013.0,7.72,100.0
London,6.73,88.0,986.0,4.12,100.0
Paris,8.38,82.0,1000.0,8.23,100.0
Sydney,19.88,71.0,1022.0,3.6,75.0
Tokyo,11.78,69.0,1000.0,2.06,75.0
Dubai,24.85,64.0,1016.0,4.64,17.0
Moscow,1.24,98.0,998.0,3.99,100.0
London,6.73,88.0,986.0,4.12,100.0
New York,4.36,60.0,1013.0,7.72,100.0
Paris,8.43,82.0,1001.0,7.2,75.0
Sydney,19.88,71.0,1022.0,3.6,75.0
Tokyo,11.67,70.0,1000.0,2.06,75.0
Dubai,24.85,64.0,1016.0,4.64,17.0
Moscow,1.12,98.0,998.0,3.99,100.0
London,6.85,88.0,986.0,4.12,100.0
New York,4.36,60.0,1013.0,7.72,100.0
Paris,8.43,82.0,1001.0,7.2,75.0
Sydney,19.89,70.0,1023.0,5.66,75.0
Tokyo,11.67,70.0,1000.0,2.06,75.0
Dubai,26.0,65.0,1017.0,5.66,40.0
Moscow,1.12,98.0,998.0,3.99,100.0
London,6.85,88.0,986.0,4.12,100.0
New York,4.36,59.0,1013.0,7.72,100.0
Paris,8.55,81.0,1001.0,7.2,75.0
Sydney,19.89,70.0,1023.0,5.66,75.0
Dubai,26.0,65.0,1017.0,5.66,40.0
Tokyo,11.5,70.0,1000.0,0.51,75.0
Moscow,1.12,98.0,998.0,3.99,100.0
London,7.06,87.0,986.0,4.12,100.0
New York,4.36,59.0,1013.0,7.72,100.0
Paris,8.55,81.0,1001.0,7.2,75.0
Sydney,19.81,71.0,1022.0,5.66,75.0
Tokyo,11.5,70.0,1000.0,0.51,75.0
Dubai,26.0,65.0,1017.0,5.66,40.0
Moscow,1.12,98.0,998.0,3.99,100.0
London,7.06,87.0,986.0,4.12,100.0
New York,4.34,59.0,1013.0,7.72,100.0
Paris,8.58,81.0,1001.0,7.2,75.0
Sydney,19.81,71.0,1022.0,5.66,75.0
Tokyo,11.43,71.0,1000.0,0.51,75.0
Moscow,1.12,97.0,998.0,4.73,100.0
Dubai,26.0,65.0,1017.0,5.66,40.0
London,7.4,87.0,986.0,5.14,40.0
New York,4.34,59.0,1013.0,7.72,100.0
Paris,8.58,81.0,1001.0,7.2,75.0
Sydney,19.79,70.0,1021.0,5.66,75.0
Tokyo,11.43,71.0,1000.0,0.51,75.0
Dubai,26.0,65.0,1017.0,5.66,40.0
Moscow,1.12,97.0,998.0,4.73,100.0
London,7.4,87.0,986.0,5.14,40.0
New York,4.34,59.0,1013.0,7.72,100.0
Paris,8.99,79.0,1001.0,7.72,75.0
Sydney,19.79,70.0,1021.0,5.66,75.0
Tokyo,11.39,71.0,1000.0,0.51,75.0
Dubai,26.0,65.0,1017.0,5.66,40.0
Moscow,1.06,97.0,998.0,4.73,100.0
London,7.68,86.0,986.0,5.14,40.0
Paris,8.99,79.0,1001.0,7.72,75.0
New York,4.34,59.0,1013.0,7.72,100.0
Sydney,19.71,71.0,1023.0,5.14,75.0
Tokyo,11.39,71.0,1000.0,0.51,75.0
Dubai,26.0,65.0,1017.0,5.66,40.0
Moscow,1.06,97.0,998.0,4.73,100.0
London,7.68,86.0,986.0,5.14,40.0
Paris,9.16,78.0,1001.0,7.72,75.0
New York,4.29,59.0,1013.0,4.92,100.0
Sydney,19.71,71.0,1023.0,5.14,75.0
Tokyo,11.31,71.0,1000.0,1.03,75.0
Dubai,26.0,65.0,1017.0,5.66,40.0
Moscow,1.12,97.0,998.0,4.73,100.0
London,7.71,86.0,986.0,5.14,40.0
New York,4.29,59.0,1013.0,4.92,100.0
Paris,9.16,78.0,1001.0,7.72,75.0
Sydney,19.68,71.0,1022.0,5.14,75.0
Tokyo,11.31,71.0,1000.0,1.03,75.0
Dubai,24.94,64.0,1016.0,4.63,15.0
Moscow,1.12,97.0,998.0,4.73,100.0
London,7.71,86.0,986.0,5.14,40.0
New York,4.28,58.0,1013.0,6.69,100.0
Sydney,19.68,71.0,1022.0,5.14,75.0
Paris,9.24,78.0,1001.0,7.72,75.0
Tokyo,11.02,72.0,1000.0,1.03,75.0
Dubai,24.94,64.0,1016.0,4.63,15.0
Moscow,1.22,97.0,998.0,4.73,100.0
New York,4.28,58.0,1013.0,6.69,100.0
London,7.92,85.0,986.0,6.17,40.0
Paris,9.24,78.0,1001.0,7.72,75.0
Sydney,19.5,72.0,1022.0,5.14,75.0
Tokyo,11.02,72.0,1000.0,1.03,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.22,97.0,998.0,4.73,100.0
London,7.92,85.0,986.0,6.17,40.0
New York,4.26,58.0,1013.0,6.71,100.0
Sydney,19.5,72.0,1022.0,5.14,75.0
Paris,9.58,77.0,1002.0,7.72,100.0
Tokyo,10.81,72.0,1000.0,1.03,75.0
Moscow,1.12,97.0,998.0,4.73,100.0
Dubai,26.0,61.0,1016.0,5.66,20.0
New York,4.26,58.0,1013.0,6.71,100.0
London,7.96,85.0,986.0,6.17,40.0
Paris,9.58,77.0,1002.0,7.72,100.0
Sydney,19.47,74.0,1023.0,4.12,75.0
Tokyo,10.81,72.0,1000.0,1.03,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.12,97.0,998.0,4.73,100.0
London,7.96,85.0,986.0,6.17,40.0
New York,4.24,58.0,1013.0,6.69,100.0
Paris,9.62,76.0,1002.0,7.72,100.0
Sydney,19.47,74.0,1023.0,4.12,75.0
Tokyo,10.67,73.0,1001.0,1.03,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.12,97.0,998.0,4.73,100.0
London,8.08,85.0,986.0,6.17,40.0
New York,4.24,58.0,1013.0,6.69,100.0
Paris,9.62,76.0,1002.0,7.72,100.0
Sydney,19.52,72.0,1022.0,4.12,75.0
Tokyo,10.67,73.0,1001.0,1.03,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.12,97.0,998.0,4.73,100.0
London,8.08,85.0,986.0,6.17,40.0
New York,4.17,58.0,1014.0,6.69,100.0
Sydney,19.52,72.0,1022.0,4.12,75.0
Paris,9.73,76.0,1002.0,7.72,100.0
Tokyo,10.67,73.0,1001.0,1.03,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.12,89.0,999.0,4.87,100.0
New York,4.17,58.0,1014.0,6.69,100.0
London,8.02,87.0,986.0,5.66,75.0
Paris,9.73,76.0,1002.0,7.72,100.0
Sydney,19.52,72.0,1022.0,4.12,75.0
Tokyo,10.67,73.0,1001.0,1.03,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.12,89.0,999.0,4.87,100.0
London,8.02,87.0,986.0,5.66,75.0
New York,4.19,58.0,1013.0,6.69,100.0
Paris,9.97,75.0,1002.0,8.23,75.0
Sydney,19.52,72.0,1022.0,4.12,75.0
Tokyo,10.78,72.0,1001.0,2.57,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.08,89.0,999.0,4.87,100.0
London,8.08,87.0,986.0,5.66,75.0
New York,4.19,58.0,1013.0,6.69,100.0
Paris,9.97,75.0,1002.0,8.23,75.0
Sydney,19.38,74.0,1023.0,3.6,75.0
Tokyo,10.78,72.0,1001.0,2.57,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.08,89.0,999.0,4.87,100.0
London,8.08,87.0,986.0,5.66,75.0
New York,4.05,60.0,1013.0,4.02,7.0
Paris,9.95,76.0,1002.0,8.23,75.0
Tokyo,11.14,72.0,1001.0,2.57,75.0
Sydney,19.38,74.0,1023.0,3.6,75.0
Dubai,26.0,61.0,1016.0,5.66,20.0
Moscow,1.03,89.0,999.0,4.87,100.0
London,8.13,88.0,986.0,5.66,75.0
New York,4.05,60.0,1013.0,4.02,7.0
Sydney,19.38,74.0,1023.0,3.6,75.0
Paris,9.95,76.0,1002.0,8.23,75.0
Tokyo,11.14,72.0,1001.0,2.57,75.0
Moscow,1.03,89.0,999.0,4.87,100.0
Dubai,24.94,65.0,1015.0,5.52,14.0
New York,4.04,59.0,1014.0,8.75,100.0
London,8.09,88.0,986.0,5.66,75.0
Paris,9.98,76.0,1002.0,8.23,75.0
Sydney,19.38,74.0,1023.0,3.6,75.0
Tokyo,11.14,72.0,1001.0,2.57,75.0
Dubai,24.94,65.0,1015.0,5.52,14.0
Moscow,1.03,89.0,999.0,4.87,100.0
London,8.18,88.0,986.0,5.14,40.0
New York,4.04,59.0,1014.0,8.75,100.0
Sydney,19.36,73.0,1022.0,3.6,75.0
Paris,10.0,75.0,1001.0,8.23,75.0
Tokyo,11.08,72.0,1001.0,2.57,75.0
Dubai,24.94,65.0,1015.0,5.52,14.0
Moscow,1.03,89.0,999.0,4.87,100.0
London,8.09,83.0,990.0,7.2,75.0
New York,5.72,55.0,1015.0,4.63,100.0
Paris,8.03,80.0,1005.0,6.69,0.0
Sydney,18.86,92.0,1023.0,2.57,75.0
Tokyo,9.85,53.0,1011.0,13.38,0.0
Dubai,23.54,78.0,1017.0,1.54,22.0
Moscow,-9.48,69.0,1008.0,6.58,100.0
